WARD SECTION (CONCATENATED),WARD,SECTION,MONTH NAME,MONTH NUMBER,DATES
4702,47,2,MAY,5,"22,23"
4702,47,2,JULY,7,"11,12"
4702,47,2,AUGUST,8,"28,29"
4702,47,2,OCTOBER,10,"17,18"
4703,47,3,APRIL,4,"6,9"
4703,47,3,MAY,5,"24,25"
4703,47,3,JULY,7,"13,16"
4703,47,3,AUGUST,8,"30,31"
4703,47,3,OCTOBER,10,"19,22"
4704,47,4,APRIL,4,"10,11"
4704,47,4,MAY,5,"29,30"
4704,47,4,JULY,7,"17,18"
4704,47,4,SEPTEMBER,9,"4,5"
4704,47,4,OCTOBER,10,"23,24"
4705,47,5,APRIL,4,"12,13"
4705,47,5,MAY,5,31
4705,47,5,JUNE,6,5
4705,47,5,JULY,7,"19,20"
4705,47,5,SEPTEMBER,9,"6,7"
4705,47,5,OCTOBER,10,"25,26"
4706,47,6,APRIL,4,"16,17"
4706,47,6,JUNE,6,"4,5"
4706,47,6,JULY,7,"23,24"
4706,47,6,SEPTEMBER,9,"10,11"
4706,47,6,OCTOBER,10,"29,30"
4707,47,7,APRIL,4,"18,19"
4707,47,7,JUNE,6,"6,7"
4707,47,7,JULY,7,"25,26"
4707,47,7,SEPTEMBER,9,"12,13"
4707,47,7,OCTOBER,10,31
4707,47,7,NOVEMBER,11,1
4708,47,8,APRIL,4,"20,23"
4708,47,8,JUNE,6,"8,11"
4708,47,8,JULY,7,"27,30"
4708,47,8,SEPTEMBER,9,"14,17"
4708,47,8,NOVEMBER,11,"2,5"
4709,47,9,APRIL,4,"24,25"
4709,47,9,JUNE,6,"12,13"
4709,47,9,JULY,7,31
4709,47,9,AUGUST,8,1
4709,47,9,SEPTEMBER,9,"18,19"
4709,47,9,NOVEMBER,11,"6,7"
4710,47,10,APRIL,4,"26,27"
4710,47,10,JUNE,6,"14,15"
4710,47,10,AUGUST,8,"2,3"
4710,47,10,SEPTEMBER,9,"20,21"
4710,47,10,NOVEMBER,11,"8,9"
4711,47,11,APRIL,4,30
4711,47,11,MAY,5,1
4711,47,11,JUNE,6,"18,19"
4711,47,11,AUGUST,8,"6,7"
4711,47,11,SEPTEMBER,9,"24,25"
4711,47,11,NOVEMBER,11,"12,13"
4712,47,12,MAY,5,"2,3"
4712,47,12,JUNE,6,"20,21"
4712,47,12,AUGUST,8,"8,9"
4712,47,12,SEPTEMBER,9,"26,27"
4712,47,12,NOVEMBER,11,"14,15"
4713,47,13,MAY,5,"4,7"
4713,47,13,JUNE,6,"22,25"
4713,47,13,AUGUST,8,"10,13"
4713,47,13,SEPTEMBER,9,28
4713,47,13,OCTOBER,10,1
4713,47,13,NOVEMBER,11,16
4714,47,14,JUNE,6,"26,27"
4714,47,14,AUGUST,8,"14,15"
4714,47,14,OCTOBER,10,"2,3"
4714,47,14,MAY,8,"8,9"
4715,47,15,MAY,5,"10,11"
4715,47,15,JUNE,6,"28,29"
4715,47,15,AUGUST,8,"16,17"
4715,47,15,OCTOBER,10,"4,5"
4716,47,16,MAY,5,"14,15"
4716,47,16,JULY,7,"2,3"
4716,47,16,AUGUST,8,"20,21"
4716,47,16,OCTOBER,10,"9,10"
4717,47,17,MAY,5,"16,17"
4717,47,17,JULY,7,"5,6"
4717,47,17,AUGUST,8,"22,23"
4717,47,17,OCTOBER,10,"11,12"
4801,48,1,APRIL,4,"2,3,26,27"
4801,48,1,MAY,5,"22,23"
4801,48,1,JUNE,6,"18,19"
4801,48,1,JULY,7,"13,16"
4801,48,1,AUGUST,8,"8,9"
4801,48,1,SEPTEMBER,9,"4,5,28"
4801,48,1,OCTOBER,10,"1,25,26"
4802,48,2,APRIL,4,"4,5,30,"
4802,48,2,MAY,5,"1,24,25"
4802,48,2,JUNE,6,"20,21"
4802,48,2,JULY,7,"17,18"
4802,48,2,AUGUST,8,"10,13"
4802,48,2,SEPTEMBER,9,"6,7"
4802,48,2,OCTOBER,10,"2,3,29,30"
4803,48,3,APRIL,4,"6,9"
4803,48,3,MAY,5,"2,3,29,30"
4803,48,3,JUNE,6,"22,25"
4803,48,3,JULY,7,"19,20"
4803,48,3,AUGUST,8,"14,15"
4803,48,3,SEPTEMBER,9,"10,11"
4803,48,3,OCTOBER,10,"4,5,31"
4803,48,3,NOVEMBER,11,1
4804,48,4,APRIL,4,"10,11"
4804,48,4,MAY,5,"4,7,31"
4804,48,4,JUNE,6,1
4804,48,4,JULY,7,"10,11"
4804,48,4,AUGUST,8,"4,7,31"
4804,48,4,SEPTEMBER,9,"1,26,27"
4804,48,4,OCTOBER,10,"23,24"
4804,48,4,NOVEMBER,11,"16,17"
4805,48,5,APRIL,4,"12,13"
4805,48,5,MAY,5,"8,9"
4805,48,5,JUNE,6,"4,5,28,29"
4805,48,5,JULY,7,"25,26"
4805,48,5,AUGUST,8,"20,21"
4805,48,5,SEPTEMBER,9,"14,17"
4805,48,5,OCTOBER,10,"11,12"
4805,48,5,NOVEMBER,11,"6,7"
4806,48,6,APRIL,4,"16,17"
4806,48,6,MAY,5,"10,11"
4806,48,6,JUNE,6,"6,7"
4806,48,6,JULY,7,"2,3,27,30"
4806,48,6,AUGUST,8,"22,23"
4806,48,6,SEPTEMBER,9,"18,19"
4806,48,6,OCTOBER,10,"15,16"
4806,48,6,NOVEMBER,11,"8,9"
4807,48,7,APRIL,4,"18,19"
4807,48,7,MAY,5,"14,15"
4807,48,7,JUNE,6,"8,11"
4807,48,7,JULY,7,"5,6,31"
4807,48,7,AUGUST,8,"1,24,27"
4807,48,7,SEPTEMBER,9,"20,21"
4807,48,7,OCTOBER,10,"17,18"
4807,48,7,NOVEMBER,11,"12,13"
4808,48,8,APRIL,4,"20,23"
4808,48,8,MAY,5,"16,17"
4808,48,8,JUNE,6,"12,13"
4808,48,8,JULY,7,"9,10"
4808,48,8,AUGUST,8,"2,3,28,29"
4808,48,8,SEPTEMBER,9,"24,25"
4808,48,8,OCTOBER,10,"19,22"
4808,48,8,NOVEMBER,11,"14,15"
4809,48,9,APRIL,4,"24,25"
4809,48,9,MAY,5,"18,21"
4809,48,9,JUNE,6,"14,15"
4809,48,9,JULY,7,"11,12"
4809,48,9,AUGUST,8,"6,7,30,31"
4809,48,9,SEPTEMBER,9,"26,27"
4809,48,9,OCTOBER,10,"23,24"
4809,48,9,NOVEMBER,11,"16,19"
4901,49,1,APRIL,4,"2,3"
4901,49,1,MAY,5,"2,3"
4901,49,1,JUNE,6,"4,5"
4901,49,1,JULY,7,"5,6"
4901,49,1,AUGUST,8,"6,7"
4901,49,1,SEPTEMBER,9,"6,7"
4901,49,1,OCTOBER,10,"9,10"
4901,49,1,NOVEMBER,11,"8,9"
4902,49,2,APRIL,4,"4,5"
4902,49,2,MAY,5,"4,7"
4902,49,2,JUNE,6,"6,7"
4902,49,2,JULY,7,"9,10"
4902,49,2,AUGUST,8,"8,9"
4902,49,2,SEPTEMBER,9,"10,11"
4902,49,2,OCTOBER,10,"11,12"
4902,49,2,NOVEMBER,11,"12,13"
4903,49,3,APRIL,4,"6,9"
4903,49,3,MAY,5,"8,9"
4903,49,3,JUNE,6,"8,11"
4903,49,3,JULY,7,"11,12"
4903,49,3,AUGUST,8,"10,13"
4903,49,3,SEPTEMBER,9,"12,13"
4903,49,3,OCTOBER,10,"15,16"
4903,49,3,NOVEMBER,11,"14,15"
4904,49,4,APRIL,4,"10,11"
4904,49,4,MAY,5,"10,11"
4904,49,4,JUNE,6,"12,13"
4904,49,4,JULY,7,"13,16"
4904,49,4,AUGUST,8,"14,15"
4904,49,4,SEPTEMBER,9,"14,17"
4904,49,4,OCTOBER,10,"17,18"
4904,49,4,NOVEMBER,11,16
4905,49,5,APRIL,4,"12,13"
4905,49,5,MAY,5,"14,15"
4905,49,5,JUNE,6,"14,15"
4905,49,5,JULY,7,"17,18"
4905,49,5,AUGUST,8,"16,17"
4905,49,5,SEPTEMBER,9,"18,19"
4905,49,5,OCTOBER,10,"19,22"
4906,49,6,APRIL,4,"16,17"
4906,49,6,MAY,5,"16,17"
4906,49,6,JUNE,6,"18,19"
4906,49,6,JULY,7,"19,20"
4906,49,6,AUGUST,8,"20,21"
4906,49,6,SEPTEMBER,9,"20,21"
4906,49,6,OCTOBER,10,"23,24"
4907,49,7,APRIL,4,"18,19"
4907,49,7,MAY,5,"18,21"
4907,49,7,JUNE,6,"20,21"
4907,49,7,JULY,7,"23,24"
4907,49,7,AUGUST,8,"22,23"
4907,49,7,SEPTEMBER,9,"24,25"
4907,49,7,OCTOBER,10,"25,26"
4908,49,8,APRIL,4,"20,23"
4908,49,8,MAY,5,"22,23"
4908,49,8,JUNE,6,"22,25"
4908,49,8,JULY,7,"25,26"
4908,49,8,AUGUST,8,"24,27"
4908,49,8,SEPTEMBER,9,"26,27"
4908,49,8,OCTOBER,10,"29,30"
4909,49,9,APRIL,4,"24,25"
4909,49,9,MAY,5,"24,25"
4909,49,9,JUNE,6,"26,27"
4909,49,9,JULY,7,"27,30"
4909,49,9,AUGUST,8,"28,29"
4909,49,9,SEPTEMBER,9,28
4909,49,9,OCTOBER,10,"1,31"
4909,49,9,NOVEMBER,11,1
4910,49,10,APRIL,4,"26,27"
4910,49,10,MAY,5,"29,30"
4910,49,10,JUNE,6,"28,29"
4910,49,10,JULY,7,31
4910,49,10,AUGUST,8,"1,30,31"
4910,49,10,OCTOBER,10,"2,3"
4910,49,10,NOVEMBER,11,"2,5"
4911,49,11,APRIL,4,30
4911,49,11,MAY,5,"1,31"
4911,49,11,JUNE,6,1
4911,49,11,JULY,7,"2,3"
4911,49,11,AUGUST,8,"2,3"
4911,49,11,SEPTEMBER,9,"4,5"
4911,49,11,OCTOBER,10,"4,5"
4911,49,11,NOVEMBER,11,"6,7"
5001,50,1,APRIL,4,"2,3"
5001,50,1,MAY,5,"14,15"
5001,50,1,JUNE,6,"26,27"
5001,50,1,AUGUST,8,"8,9"
5001,50,1,OCTOBER,10,"11,12"
5002,50,2,APRIL,4,"4,5"
5002,50,2,MAY,5,"16,17"
5002,50,2,JUNE,6,"28,29"
5002,50,2,AUGUST,8,"10,13"
5002,50,2,OCTOBER,10,"15,16"
5003,50,3,APRIL,4,"6,9"
5003,50,3,MAY,5,"18,21"
5003,50,3,JULY,7,"2,3"
5003,50,3,AUGUST,8,"14,15"
5003,50,3,OCTOBER,10,"17,18"
5004,50,4,APRIL,4,"12,13"
5004,50,4,MAY,5,"22,23"
5004,50,4,JULY,7,"5,6"
5004,50,4,AUGUST,8,"16,17"
5004,50,4,SEPTEMBER,9,"14,17,26,27"
5004,50,4,OCTOBER,10,"2,3,19,22"
5005,50,5,APRIL,4,"10,11"
5005,50,5,MAY,5,"24,25"
5005,50,5,JULY,7,"9,10"
5005,50,5,AUGUST,8,"20,21"
5005,50,5,OCTOBER,10,"23,24"
5006,50,6,APRIL,4,"16,17"
5006,50,6,MAY,5,"29,30"
5006,50,6,JULY,7,"11,12"
5006,50,6,AUGUST,8,"22,23"
5006,50,6,OCTOBER,10,"25,26"
5007,50,7,APRIL,4,"18,19"
5007,50,7,MAY,5,31
5007,50,7,JUNE,6,1
5007,50,7,JULY,7,"13,16"
5007,50,7,AUGUST,8,"24,27"
5007,50,7,OCTOBER,10,"29,30"
5008,50,8,APRIL,4,"20,23"
5008,50,8,JUNE,6,"4,5"
5008,50,8,JULY,7,"17,18"
5008,50,8,AUGUST,8,"28,29"
5008,50,8,OCTOBER,10,31
5008,50,8,NOVEMBER,11,1
5009,50,9,APRIL,4,"24,25"
5009,50,9,JUNE,6,"6,7"
5009,50,9,JULY,7,"19,20"
5009,50,9,AUGUST,8,"30,31"
5009,50,9,NOVEMBER,11,"2,5"
5010,50,10,APRIL,4,"26,27"
5010,50,10,JUNE,6,"8,11"
5010,50,10,JULY,7,"23,24"
5010,50,10,SEPTEMBER,9,"4,5,18,19,28"
5010,50,10,OCTOBER,10,1
5010,50,10,NOVEMBER,11,"6,7"
5011,50,11,APRIL,4,30
5011,50,11,MAY,5,1
5011,50,11,JUNE,6,"12,13"
5011,50,11,JULY,7,"25,26"
5011,50,11,SEPTEMBER,9,"24,25"
5011,50,11,OCTOBER,10,"9,10"
5011,50,11,NOVEMBER,11,"8,9"
5012,50,12,MAY,5,"2,3"
5012,50,12,JUNE,6,"14,15"
5012,50,12,JULY,7,"27,30"
5012,50,12,SEPTEMBER,9,"10,11"
5012,50,12,NOVEMBER,11,"12,13"
5013,50,13,MAY,5,"4,7"
5013,50,13,JUNE,6,"18,19"
5013,50,13,JULY,7,31
5013,50,13,AUGUST,8,1
5013,50,13,SEPTEMBER,9,"12,13"
5013,50,13,NOVEMBER,11,"14,15"
5014,50,14,MAY,5,"8,9"
5014,50,14,JUNE,6,"20,21"
5014,50,14,AUGUST,8,"2,3"
5014,50,14,SEPTEMBER,9,"20,21"
5014,50,14,NOVEMBER,11,16
5015,50,15,MAY,5,"10,11"
5015,50,15,JUNE,6,"22,25"
5015,50,15,AUGUST,8,"6,7"
5015,50,15,OCTOBER,10,"4,5"
